"cty","Name","Household_Income_at_Age_35_rP_gF_p25"
"cty28103","Noxubee County, MS",25357
"cty13285","Troup County, GA",25322
"cty45061","Lee County, SC",25299
"cty13309","Wheeler County, GA",25278
"cty45009","Bamberg County, SC",25253
"cty28107","Panola County, MS",25252
"cty12037","Franklin County, FL",25237
"cty72111","Penuelas Municipio, PR",25223
"cty13265","Taliaferro County, GA",25216
"cty01101","Montgomery County, AL",25210
"cty45067","Marion County, SC",25204
"cty01113","Russell County, AL",25201
"cty21189","Owsley County, KY",25073
"cty51760","Richmond city, VA",25052
"cty47157","Shelby County, TN",24997
"cty72141","Utuado Municipio, PR",24984
"cty13133","Greene County, GA",24936
"cty13235","Pulaski County, GA",24870
"cty37091","Hertford County, NC",24852
"cty13269","Taylor County, GA",24852
"cty13263","Talbot County, GA",24848
"cty28159","Winston County, MS",24813
"cty72099","Moca Municipio, PR",24776
"cty13021","Bibb County, GA",24720
"cty01037","Coosa County, AL",24710
"cty13193","Macon County, GA",24704
"cty28063","Jefferson County, MS",24598
"cty72021","Bayamon Municipio, PR",24570
"cty51730","Petersburg city, VA",24548
"cty72037","Ceiba Municipio, PR",24508
"cty28027","Coahoma County, MS",24470
"cty13259","Stewart County, GA",24455
"cty13261","Sumter County, GA",24419
"cty12029","Dixie County, FL",24379
"cty13079","Crawford County, GA",24363
"cty51690","Martinsville city, VA",24359
"cty01119","Sumter County, AL",24265
"cty05107","Phillips County, AR",24257
"cty45069","Marlboro County, SC",24256
"cty37093","Hoke County, NC",24253
"cty13081","Crisp County, GA",24242
"cty28151","Washington County, MS",24209
"cty28133","Sunflower County, MS",24193
"cty72051","Dorado Municipio, PR",24177
"cty45033","Dillon County, SC",24158
"cty37155","Robeson County, NC",24158
"cty28021","Claiborne County, MS",24138
"cty01087","Macon County, AL",24059
"cty28135","Tallahatchie County, MS",24002
"cty29155","Pemiscot County, MO",23950
"cty45039","Fairfield County, SC",23940
"cty72007","Aguas Buenas Municipio, PR",23910
"cty45005","Allendale County, SC",23869
"cty72071","Isabela Municipio, PR",23848
"cty37165","Scotland County, NC",23823
"cty13093","Dooly County, GA",23818
"cty45065","McCormick County, SC",23784
"cty13273","Terrell County, GA",23738
"cty47075","Haywood County, TN",23706
"cty46017","Buffalo County, SD",23659
"cty28053","Humphreys County, MS",23518
"cty13095","Dougherty County, GA",23472
"cty13301","Warren County, GA",23374
"cty01063","Greene County, AL",23373
"cty72101","Morovis Municipio, PR",23309
"cty28083","Leflore County, MS",23298
"cty72063","Gurabo Municipio, PR",23291
"cty72035","Cayey Municipio, PR",23228
"cty13061","Clay County, GA",23216
"cty13037","Calhoun County, GA",23075
"cty28119","Quitman County, MS",23030
"cty13239","Quitman County, GA",22894
"cty72113","Ponce Municipio, PR",22825
"cty72089","Luquillo Municipio, PR",22702
"cty12039","Gadsden County, FL",22375
"cty13141","Hancock County, GA",22374
"cty72027","Camuy Municipio, PR",22316
"cty72053","Fajardo Municipio, PR",22192
"cty46041","Dewey County, SD",21959
"cty02185","North Slope Borough, AK",21944
"cty72103","Naguabo Municipio, PR",21625
"cty28143","Tunica County, MS",21600
"cty02068","Denali Borough, AK",21584
"cty72079","Lajas Municipio, PR",21463
"cty72025","Caguas Municipio, PR",21445
"cty72133","Santa Isabel Municipio, PR",21273
"cty72031","Carolina Municipio, PR",21183
"cty72043","Coamo Municipio, PR",20881
"cty72107","Orocovis Municipio, PR",20766
"cty02198","Prince of Wales-Hyder Census Area, AK",20426
"cty72019","Barranquitas Municipio, PR",19758
"cty72011","Anasco Municipio, PR",19533
"cty72069","Humacao Municipio, PR",19478
"cty72145","Vega Baja Municipio, PR",19476
"cty72075","Juana Diaz Municipio, PR",19367
"cty72003","Aguada Municipio, PR",19216
"cty02290","Yukon-Koyukuk Census Area, AK",19214
"cty02164","Lake and Peninsula Borough, AK",19108
"cty55078","Menominee County, WI",19088
"cty72135","Toa Alta Municipio, PR",18749
"cty72077","Juncos Municipio, PR",17786
"cty02050","Bethel Census Area, AK",17477
"cty38085","Sioux County, ND",17352
"cty46102","Oglala Lakota County, SD",17352
"cty72029","Canovanas Municipio, PR",17223
"cty72131","San Sebastian Municipio, PR",17221
"cty72065","Hatillo Municipio, PR",16888
"cty72143","Vega Alta Municipio, PR",16699
"cty02180","Nome Census Area, AK",16694
"cty72009","Aibonito Municipio, PR",16360
"cty72153","Yauco Municipio, PR",16305
"cty72121","Sabana Grande Municipio, PR",16227
"cty02188","Northwest Arctic Borough, AK",15287
"cty72129","San Lorenzo Municipio, PR",15038
"cty02105","Hoonah-Angoon Census Area, AK",14921
"cty72085","Las Piedras Municipio, PR",13852
"cty72091","Manati Municipio, PR",12781
"cty72115","Quebradillas Municipio, PR",12633
"cty02158","Kusilvak Census Area, AK",12485
"cty72123","Salinas Municipio, PR",12474
"cty72151","Yabucoa Municipio, PR",10545
"cty72059","Guayanilla Municipio, PR",10229
"cty72149","Villalba Municipio, PR",10084
"cty72001","Adjuntas Municipio, PR",688
"cty48269","King County, TX",
"cty30079","Prairie County, MT",
"cty72054","Florida Municipio, PR",
"cty72087","Loiza Municipio, PR",
"cty31075","Grant County, NE",
"cty72015","Arroyo Municipio, PR",
"cty72095","Maunabo Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty02282","Yakutat City and Borough, AK",
"cty16025","Camas County, ID",
"cty72083","Las Marias Municipio, PR",
"cty72109","Patillas Municipio, PR",
"cty02230","Skagway Municipality, AK",
"cty72039","Ciales Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty08079","Mineral County, CO",
"cty72105","Naranjito Municipio, PR",
"cty72057","Guayama Municipio, PR",
"cty31171","Thomas County, NE",
"cty30037","Golden Valley County, MT",
"cty31005","Arthur County, NE",
"cty72073","Jayuya Municipio, PR",
"cty32009","Esmeralda County, NV",
"cty48443","Terrell County, TX",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty08053","Hinsdale County, CO",
"cty72033","Catano Municipio, PR",
"cty72093","Maricao Municipio, PR",
"cty72045","Comerio Municipio, PR",
